"" "accomplished" "active" "affectionate" "afraid" "agreeable" "alone" "ambitious" "amusing" "angry" "anxious" "artificial" "ashamed" "attentive" "attractive" "awake" "awful" "awkward" "bad" "beautiful" "blind" "bold" "brave" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "caring" "cautious" "certain" "charming" "cheap" "cheerful" "clever" "clumsy" "cold" "comfortable" "compassionate" "compatible" "conceited" "concerned" "confident" "confused" "consistent" "cool" "courteous" "critical" "cruel" "curious" "dangerous" "daring" "decent" "delighted" "delightful" "dependent" "desirable" "determined" "devoted" "difficult" "direct" "disabled" "disappointed" "disgusting" "disrespectful" "distinguished" "disturbed" "eager" "educated" "embarrassed" "employed" "encouraged" "encouraging" "entertaining" "evil" "excellent" "excited" "experienced" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "fat" "fine" "firm" "foolish" "fortunate" "forward" "friendly" "generous" "gentle" "gifted" "giving" "glad" "good" "good-looking" "good-natured" "graceful" "grateful" "great" "handsome" "happy" "hard" "healthy" "helpless" "honest" "ignorant" "impatient" "important" "indecisive" "independent" "intelligent" "interested" "interesting" "involved" "irrational" "irritable" "jealous" "kind" "kind-hearted" "laughing" "liberal" "little" "lively" "lovely" "loving" "lucky" "mature" "mean" "modest" "natural" "neat" "negative" "neglected" "nervous" "nice" "noisy" "observant" "offensive" "old" "old-fashioned" "open" "original" "pathetic" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "pretty" "private" "prompt" "proper" "prosperous" "proud" "quiet" "reasonable" "religious" "remarkable" "respectable" "respected" "responsible" "rich" "romantic" "rough" "rushed" "sad" "satisfied" "secure" "selfish" "sensible" "sentimental" "serious" "short" "shy" "sincere" "slender" "social" "spoiled" "spontaneous" "strange" "strict" "strong" "stupid" "successful" "surprised" "suspicious" "sweet" "sympathetic" "tall" "thankful" "thin" "thinking" "thorough" "thoughtful" "thoughtless" "tired" "trusted" "trusting" "uncomfortable" "understanding" "unemployed" "unhappy" "unlucky" "unreasonable" "unusual" "upset" "useful" "valuable" "violent" "warm" "weak" "wealthy" "well" "wise" "wonderful" "worthy" "young" "smart" "well-known" "youthful"
"prompt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"proper" 1 2 0 2 7 1 0 0 1 2 0 0 1 0 0 0 1 5 0 0 1 0 1 0 2 0 1 0 2 1 0 4 0 1 2 1 0 4 2 0 0 0 0 0 0 0 0 2 0 1 1 1 0 1 2 1 0 4 7 0 0 0 1 2 0 0 0 0 2 1 0 0 2 1 0 2 2 1 0 0 1 3 0 0 0 1 3 0 1 0 6 1 0 1 1 3 7 13 0 0 0 1 12 1 8 1 0 1 0 1 2 1 0 1 0 0 2 3 0 0 2 4 0 0 0 14 0 0 0 0 0 1 1 2 0 0 0 1 1 1 0 0 4 1 6 0 0 1 0 0 5 3 0 1 6 0 1 2 3 1 0 0 0 1 1 2 0 1 2 0 0 3 0 0 0 1 6 3 0 3 0 2 6 0 0 0 0 0 0 1 3 5 0 0 1 0 0 1 1 0 1 6 1 1 1 0 0 0 2 4 0 1 0 0 0 0 3 2 0 3 0 0 9 0 0 1 7 0 0 0
"prosperous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0
"proud" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 1 2 0 0 0 0 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
"quiet" 0 1 2 1 2 1 0 0 1 0 0 2 1 0 0 0 0 3 0 0 0 0 0 0 0 1 3 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0 3 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 4 1 1 0 0 2 0 1 0 0 2 0 0 0 2 0 0 0 0 1 4 8 0 1 0 0 6 0 4 2 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 3 0 0 0 9 0 1 0 0 0 2 0 3 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 1 1 3 0 4 0 0 0 2 2 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 2 2 0 2 0 3 2 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 1 0 0 3 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 6 1 2 0 7 0 0 0
"reasonable" 0 3 0 1 2 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 3 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 2 3 0 1 0 0 0 0 0 1 0 1 0 2 1 0 0 0 1 2 0 0 0 1 0 0 0 0 1 2 0 0 0 0 1 0 1 0 0 3 3 1 0 0 1 3 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 2 0 1 1 0 0 0 2 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 3 0 1 0 0 0 0 0 1 1 0 1 0 0 0 1 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 4 1 0 0 1 0 0 0
"religious" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0
"remarkable" 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 4 0 0 0 0 2 1 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 4 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 1 0 0 0 1 0 0 2 2 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 2 1 0 1 2 0 0 0
"respectable" 1 1 0 2 0 1 0 0 0 0 1 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 4 1 0 0 0 1 0 0 0 0 4 0 0 0 1 0 0 0 0 3 2 5 0 0 0 1 3 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 2 0 0 1 1 0 0 3 1 0 2 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 3 0 0 0 1 0 0 0 0 0 1 0 0 4 0 0 1 2 0 0 1
"respected" 0 0 0 0 1 2 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 2 0 0 0
"responsible" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 2 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 2 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0
"rich" 1 0 0 1 3 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 1 0 0 3 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 0 1 0 1 3 1 0 2 1 1 2 0 0 2 0 0 1 0 1 1 1 0 3 2 1 0 0 2 1 0 0 0 0 2 0 1 0 0 0 0 1 0 0 1 8 0 0 0 1 5 3 3 2 1 0 0 1 0 2 0 0 0 0 0 1 0 0 1 1 0 0 1 7 1 1 0 2 0 0 1 4 1 1 0 0 2 0 0 1 3 0 4 0 0 0 1 0 1 0 1 1 1 0 0 1 2 0 1 3 1 2 0 0 0 0 1 0 1 0 0 0 0 1 3 1 1 3 0 0 4 0 0 0 0 1 0 0 1 6 0 0 1 1 1 0 0 0 1 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 2 0 1 3 0 0 0 4 1 0 0
"romantic" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0
"rough" 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 3 0 0 0 0 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 3 0 0 0
"rushed" 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sad" 0 0 0 0 2 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 1 2 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 2 1 0 1 0 1 1 4 0 0 0 0 4 1 1 1 0 0 0 1 0 3 0 0 1 0 2 1 0 1 0 3 0 0 0 4 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 2 2 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 3 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 2 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 2 0 0 4 1 0 0 2 0 1 0
"satisfied" 0 1 0 3 8 1 1 1 1 2 3 2 2 0 0 1 2 2 0 1 0 1 1 0 1 1 0 1 2 1 2 5 2 1 2 2 0 1 2 0 1 0 1 0 1 0 2 1 0 1 1 2 2 1 2 0 0 1 6 1 1 1 0 3 0 0 3 0 4 0 0 1 2 0 0 4 1 0 0 0 0 4 0 0 1 1 3 0 1 0 4 0 0 0 1 3 5 12 0 0 0 1 12 3 11 1 1 0 0 1 1 1 0 1 0 0 0 0 0 0 2 3 0 2 1 13 3 0 0 0 0 1 2 5 0 0 0 1 2 0 0 1 6 0 5 0 0 0 1 0 2 6 0 1 3 0 2 1 3 2 1 6 1 0 2 1 0 1 0 0 0 3 0 1 1 0 0 2 0 6 0 3 9 0 1 0 0 1 1 0 1 2 0 0 0 0 2 1 1 1 1 5 0 0 1 1 0 0 0 3 0 0 1 0 0 1 1 0 0 1 0 0 9 1 0 3 10 0 0 0
"secure" 0 0 0 2 3 1 0 1 1 2 1 1 1 0 0 0 0 2 0 1 1 0 0 1 0 0 2 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 1 0 1 0 2 1 1 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 2 0 0 0 0 1 0 0 0 1 1 0 2 0 0 4 5 0 0 0 0 6 0 3 0 0 0 1 0 1 1 0 1 0 0 0 1 0 0 0 3 0 0 0 7 0 0 0 1 0 1 0 2 0 1 0 0 2 0 0 1 1 0 2 0 0 0 0 0 2 0 1 0 2 0 0 1 1 2 0 3 0 0 2 0 0 0 0 0 0 1 0 0 0 1 2 0 1 3 0 3 4 0 0 0 0 0 0 0 1 2 0 0 1 1 1 1 0 0 0 2 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 0 4 1 0 1 3 0 0 0
"selfish" 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 3 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 4 0 0 0 0 4 0 3 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 2 0 0 0 4 0 0 0 1 0 1 0 2 0 1 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 2 0 0 0
"sensible" 0 0 1 2 8 3 0 2 1 3 3 2 2 0 0 1 0 4 2 1 0 0 0 0 1 0 2 2 2 0 3 3 1 0 1 2 1 5 1 1 1 1 1 0 1 1 1 0 0 2 1 2 2 4 3 2 1 3 3 0 0 2 1 1 1 1 2 0 1 0 2 1 0 2 1 4 4 2 0 0 2 3 0 0 0 0 4 0 1 2 5 2 0 1 1 2 3 18 1 0 0 1 15 6 8 1 1 0 1 1 3 3 0 2 1 1 5 3 1 0 0 3 0 0 0 18 1 2 0 0 1 4 1 5 0 0 0 1 2 0 2 1 7 0 5 0 0 0 1 0 1 6 4 2 8 0 0 2 8 4 1 3 1 0 2 1 0 0 1 0 0 3 1 0 0 3 6 3 0 0 1 5 8 0 3 0 0 1 0 0 1 7 0 1 3 1 1 1 1 2 1 5 1 1 0 1 0 1 0 6 1 0 0 1 1 0 1 1 2 5 0 0 16 1 2 3 10 0 1 1
"sentimental" 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0
"serious" 0 0 0 2 3 2 0 1 0 2 0 2 1 0 0 0 0 4 1 0 1 0 1 0 0 0 4 0 2 0 2 3 0 0 1 2 1 2 1 0 0 0 0 0 1 1 0 0 0 0 1 3 1 0 2 0 1 0 3 1 0 0 0 1 0 0 1 0 2 0 0 0 0 0 1 3 4 1 0 0 0 2 0 0 0 1 0 1 1 0 5 0 0 1 1 1 6 13 0 1 1 2 9 1 6 2 0 0 1 0 2 1 1 2 0 1 1 1 0 0 0 2 0 0 0 11 0 3 0 1 0 1 0 4 0 0 0 0 1 0 0 0 4 0 4 1 0 0 0 1 3 4 3 0 5 0 0 2 2 3 0 2 0 0 3 0 1 0 0 1 0 0 1 1 0 1 3 3 0 5 0 0 6 1 1 1 0 0 0 0 1 4 0 0 1 0 1 1 1 0 0 4 0 1 0 2 0 1 0 2 0 0 0 0 0 0 1 2 0 3 1 0 10 1 1 1 8 0 0 0
"short" 0 2 0 5 15 5 1 0 3 9 1 3 3 0 0 0 1 10 2 0 1 1 3 1 2 1 3 3 2 1 2 4 1 0 3 3 0 5 5 1 0 0 0 2 2 1 3 1 1 0 1 3 2 3 8 4 1 4 14 0 3 2 0 3 0 1 2 1 5 0 4 3 3 3 0 3 5 4 0 0 4 6 0 0 1 1 8 0 2 0 8 3 1 4 1 7 7 29 2 0 0 0 20 6 16 2 1 0 1 0 4 2 0 2 1 0 3 1 1 1 5 6 1 4 2 31 4 1 0 2 0 7 0 5 1 1 0 1 4 0 1 1 12 0 9 0 0 1 3 0 4 12 4 3 7 1 2 2 8 4 0 6 1 2 2 3 0 3 1 0 1 4 0 1 0 2 9 4 2 8 0 6 0 1 2 0 0 0 0 2 1 8 0 1 3 1 3 1 2 0 0 7 1 1 0 1 2 0 0 3 0 1 0 0 1 1 5 2 1 5 1 1 24 2 1 3 18 1 0 0
"shy" 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 2 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0
"sincere" 0 0 0 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 2 0 1 0 1 0 1 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 2 0 0 0 0 1 3 0 0 1 0 2 2 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 1 0 1 2 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 1 2 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"slender" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"social" 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
