"chuzzlewit::unquestionably";"fawkes::unquestionably"
"jonas::gloomy";"montague::gloomy"
"tom_pinch::#-opportunity";"tom_pinch::business"
"ruth::approached";"tom::approached"
"westlock::foolish";"westlock::frightened"
"john_westlock::foolish";"john_westlock::timid"
"john_westlock::foolish";"john_westlock::unconscious"
"john_westlock::timid";"john_westlock::unconscious"
"tom::directions";"tom::obstinate"
"john::carelessly";"john::coolest"
"john::carelessly";"tom::coolest"
"john::coolest";"tom::carelessly"
"john::coolest";"tom::coolest"
"tom::carelessly";"tom::coolest"
"john::considered";"john::contrary"
"john_westlock::gracious!'";"tom::gracious!'"
"john_westlock::tender";"tom::tender"
"john::certainly";"john::perfection"
"salmon::cool";"salmon::tender"
"john_westlock::feelingly";"john_westlock::learned"
"tom::consideration";"tom::lives"
"john::dull";"john::earnest"
"john_westlock::anxious";"john_westlock::conversation"
"john_westlock::anxious";"ruth::anxious"
"john_westlock::anxious";"ruth::conversation"
"john_westlock::conversation";"ruth::anxious"
"john_westlock::conversation";"ruth::conversation"
"ruth::anxious";"ruth::conversation"
"john::business'";"pecksniff::business'"
"john_westlock::conversation";"john_westlock::fiery-faced"
"john_westlock::conversation";"john_westlock::gentle"
"john_westlock::conversation";"john::conversation"
"john_westlock::conversation";"john::fiery-faced"
"john_westlock::conversation";"john::gentle"
"john_westlock::conversation";"ruth::fiery-faced"
"john_westlock::conversation";"ruth::gentle"
"john_westlock::fiery-faced";"john_westlock::gentle"
"john_westlock::fiery-faced";"john::conversation"
"john_westlock::fiery-faced";"john::fiery-faced"
"john_westlock::fiery-faced";"john::gentle"
"john_westlock::fiery-faced";"ruth::conversation"
"john_westlock::fiery-faced";"ruth::fiery-faced"
"john_westlock::fiery-faced";"ruth::gentle"
"john_westlock::gentle";"john::conversation"
"john_westlock::gentle";"john::fiery-faced"
"john_westlock::gentle";"john::gentle"
"john_westlock::gentle";"ruth::conversation"
"john_westlock::gentle";"ruth::fiery-faced"
"john_westlock::gentle";"ruth::gentle"
"john::conversation";"john::fiery-faced"
"john::conversation";"john::gentle"
"john::conversation";"ruth::conversation"
"john::conversation";"ruth::fiery-faced"
"john::conversation";"ruth::gentle"
"john::fiery-faced";"john::gentle"
"john::fiery-faced";"ruth::conversation"
"john::fiery-faced";"ruth::fiery-faced"
"john::fiery-faced";"ruth::gentle"
"john::gentle";"ruth::conversation"
"john::gentle";"ruth::fiery-faced"
"john::gentle";"ruth::gentle"
"ruth::conversation";"ruth::fiery-faced"
"ruth::conversation";"ruth::gentle"
"ruth::fiery-faced";"ruth::gentle"
"tom::consideration";"tom::politeness"
"tom::expression";"tom::giving"
"tom::expression";"tom::inconstancy"
"tom::expression";"tom::simple"
"tom::giving";"tom::inconstancy"
"tom::giving";"tom::simple"
"tom::inconstancy";"tom::simple"
"john::politeness'";"ruth::politeness'"
"john::politeness'";"tom::politeness'"
"ruth::politeness'";"tom::politeness'"
"tom::cold";"tom::curtsey"
"mrs_todgers::ingenious";"ruth::ingenious"
"mrs_todgers::ingenious";"tom::ingenious"
"ruth::ingenious";"tom::ingenious"
"tom::civil";"tom::gentleman"
"tom::civil";"tom::naturally"
"tom::gentleman";"tom::naturally"
"augustus_moddle::gracious";"pecksniff::gracious"
"moddle::bashful";"pecksniff::bashful"
"moddle::bashful";"ruth::bashful"
"moddle::bashful";"tom::bashful"
"pecksniff::bashful";"ruth::bashful"
"pecksniff::bashful";"tom::bashful"
"ruth::bashful";"tom::bashful"
"ruth::candid";"ruth::intimated"
"pecksniff::curious";"ruth::curious"
"pecksniff::severe";"ruth::severe"
"augustus_moddle::distraction";"augustus_moddle::expression"
"pecksniff::confidence";"pecksniff::exclusive"
"pecksniff::confidence";"pecksniff::information"
"pecksniff::exclusive";"pecksniff::information"
"jonas_chuzzlewit::rash";"tom::rash"
"pecksniff::#-proud";"pecksniff::modest"
"moddle::acid";"moddle::pleasantly"
"moddle::cheerfulness";"moddle::doleful"
"chuffey::bold";"mr_moddle::bold"
"chuffey::bold";"mr_pinch::bold"
"chuffey::bold";"mrs_chuzzlewit::bold"
"chuffey::bold";"mrs_todgers::bold"
"chuffey::bold";"pecksniff::bold"
"mr_moddle::bold";"mr_pinch::bold"
"mr_moddle::bold";"mrs_chuzzlewit::bold"
"mr_moddle::bold";"mrs_todgers::bold"
"mr_moddle::bold";"pecksniff::bold"
"mr_pinch::bold";"mrs_chuzzlewit::bold"
"mr_pinch::bold";"mrs_todgers::bold"
"mr_pinch::bold";"pecksniff::bold"
"mrs_chuzzlewit::bold";"mrs_todgers::bold"
"mrs_chuzzlewit::bold";"pecksniff::bold"
"mrs_todgers::bold";"pecksniff::bold"
"mrs_gamp::curtseys";"mrs_gamp::individual"
"mrs_gamp::curtseys";"ruth::curtseys"
"mrs_gamp::curtseys";"ruth::individual"
"mrs_gamp::individual";"ruth::curtseys"
"mrs_gamp::individual";"ruth::individual"
"ruth::curtseys";"ruth::individual"
"chuffey::bitter";"chuffey::unconscious"
"chuffey::bitter";"mrs_gamp::bitter"
"chuffey::bitter";"mrs_gamp::unconscious"
"chuffey::unconscious";"mrs_gamp::bitter"
"chuffey::unconscious";"mrs_gamp::unconscious"
"mrs_gamp::bitter";"mrs_gamp::unconscious"
"chuffey::authority";"chuffey::sensitively"
"chuffey::ironical";"mrs_jonas::ironical"
"gamp::tender";"mrs_chuzzlewit::tender"
"gamp::tender";"mrs_harris::tender"
"mrs_chuzzlewit::tender";"mrs_harris::tender"
"mrs_gamp::curiously";"mrs_gamp::silent"
"anthony::calmer";"anthony::wild"
"betsey_prig::cold";"chuffey::cold"
"chuffey::directly";"chuffey::instruction"
"chuffey::directly";"chuffey::pleasure"
"chuffey::directly";"mrs_gamp::directly"
"chuffey::directly";"mrs_gamp::instruction"
"chuffey::directly";"mrs_gamp::pleasure"
"chuffey::directly";"mrs_jonas::directly"
"chuffey::directly";"mrs_jonas::instruction"
"chuffey::directly";"mrs_jonas::pleasure"
"chuffey::directly";"tom_pinch::directly"
"chuffey::directly";"tom_pinch::instruction"
"chuffey::directly";"tom_pinch::pleasure"
"chuffey::instruction";"chuffey::pleasure"
"chuffey::instruction";"mrs_gamp::directly"
"chuffey::instruction";"mrs_gamp::instruction"
"chuffey::instruction";"mrs_gamp::pleasure"
"chuffey::instruction";"mrs_jonas::directly"
"chuffey::instruction";"mrs_jonas::instruction"
"chuffey::instruction";"mrs_jonas::pleasure"
"chuffey::instruction";"tom_pinch::directly"
"chuffey::instruction";"tom_pinch::instruction"
"chuffey::instruction";"tom_pinch::pleasure"
"chuffey::pleasure";"mrs_gamp::directly"
"chuffey::pleasure";"mrs_gamp::instruction"
"chuffey::pleasure";"mrs_gamp::pleasure"
"chuffey::pleasure";"mrs_jonas::directly"
"chuffey::pleasure";"mrs_jonas::instruction"
"chuffey::pleasure";"mrs_jonas::pleasure"
"chuffey::pleasure";"tom_pinch::directly"
"chuffey::pleasure";"tom_pinch::instruction"
"chuffey::pleasure";"tom_pinch::pleasure"
"mrs_gamp::directly";"mrs_gamp::instruction"
"mrs_gamp::directly";"mrs_gamp::pleasure"
"mrs_gamp::directly";"mrs_jonas::directly"
"mrs_gamp::directly";"mrs_jonas::instruction"
"mrs_gamp::directly";"mrs_jonas::pleasure"
"mrs_gamp::directly";"tom_pinch::directly"
"mrs_gamp::directly";"tom_pinch::instruction"
"mrs_gamp::directly";"tom_pinch::pleasure"
"mrs_gamp::instruction";"mrs_gamp::pleasure"
"mrs_gamp::instruction";"mrs_jonas::directly"
"mrs_gamp::instruction";"mrs_jonas::instruction"
"mrs_gamp::instruction";"mrs_jonas::pleasure"
"mrs_gamp::instruction";"tom_pinch::directly"
"mrs_gamp::instruction";"tom_pinch::instruction"
"mrs_gamp::instruction";"tom_pinch::pleasure"
"mrs_gamp::pleasure";"mrs_jonas::directly"
"mrs_gamp::pleasure";"mrs_jonas::instruction"
"mrs_gamp::pleasure";"mrs_jonas::pleasure"
"mrs_gamp::pleasure";"tom_pinch::directly"
"mrs_gamp::pleasure";"tom_pinch::instruction"
"mrs_gamp::pleasure";"tom_pinch::pleasure"
"mrs_jonas::directly";"mrs_jonas::instruction"
"mrs_jonas::directly";"mrs_jonas::pleasure"
"mrs_jonas::directly";"tom_pinch::directly"
"mrs_jonas::directly";"tom_pinch::instruction"
"mrs_jonas::directly";"tom_pinch::pleasure"
"mrs_jonas::instruction";"mrs_jonas::pleasure"
"mrs_jonas::instruction";"tom_pinch::directly"
"mrs_jonas::instruction";"tom_pinch::instruction"
"mrs_jonas::instruction";"tom_pinch::pleasure"
"mrs_jonas::pleasure";"tom_pinch::directly"
"mrs_jonas::pleasure";"tom_pinch::instruction"
"mrs_jonas::pleasure";"tom_pinch::pleasure"
"tom_pinch::directly";"tom_pinch::instruction"
"tom_pinch::directly";"tom_pinch::pleasure"
"tom_pinch::instruction";"tom_pinch::pleasure"
"augustus::friendly";"mrs_todgers::friendly"
"ruth::quick";"ruth::tenderly"
"jonas::carelessness";"jonas::purposely"
"jonas::carelessness";"pecksniff::carelessness"
"jonas::carelessness";"pecksniff::purposely"
"jonas::carelessness";"tom::carelessness"
"jonas::carelessness";"tom::purposely"
"jonas::purposely";"pecksniff::carelessness"
"jonas::purposely";"pecksniff::purposely"
"jonas::purposely";"tom::carelessness"
"jonas::purposely";"tom::purposely"
"pecksniff::carelessness";"pecksniff::purposely"
"pecksniff::carelessness";"tom::carelessness"
"pecksniff::carelessness";"tom::purposely"
"pecksniff::purposely";"tom::carelessness"
"pecksniff::purposely";"tom::purposely"
"tom::carelessness";"tom::purposely"
"jonas::violent";"tom::violent"
"tom::conciliating";"tom::indifferent"
"jonas::accomplishment";"jonas::learned"
"jonas::accomplishment";"tom::accomplishment"
"jonas::accomplishment";"tom::learned"
"jonas::learned";"tom::accomplishment"
"jonas::learned";"tom::learned"
"tom::accomplishment";"tom::learned"
"jonas::harsh";"tom::harsh"
"chuffey::affected";"chuffey::deep"
"chuffey::affected";"mrs_gamp::affected"
"chuffey::affected";"mrs_gamp::deep"
"chuffey::deep";"mrs_gamp::affected"
"chuffey::deep";"mrs_gamp::deep"
"mrs_gamp::affected";"mrs_gamp::deep"
"jonas::patient";"jonas::pleasant"
"jonas::patient";"mrs_harris::patient"
"jonas::patient";"mrs_harris::pleasant"
"jonas::pleasant";"mrs_harris::patient"
"jonas::pleasant";"mrs_harris::pleasant"
"mrs_harris::patient";"mrs_harris::pleasant"
"betsey_prig::reasonable'";"chuffey::reasonable'"
"betsey_prig::reasonable'";"mrs_gamp::reasonable'"
"chuffey::reasonable'";"mrs_gamp::reasonable'"
"mrs_gamp::trustworthiness";"mrs_harris::trustworthiness"
"cain::certain";"cain::slow"
"montague::companion";"montague::vague"
"montague::companion";"pecksniff::companion"
"montague::companion";"pecksniff::vague"
"montague::vague";"pecksniff::companion"
"montague::vague";"pecksniff::vague"
"pecksniff::companion";"pecksniff::vague"
"montague::wild";"pecksniff::wild"
"jonas::narrow";"jonas::unobserved"
"jonas::conversation";"jonas::distant"
"jonas::dull";"jonas::eager"
"ruth::certain";"tom::certain"
"tom_pinch::business";"tom_pinch::distant"
"tom_pinch::business";"tom_pinch::gracious"
"tom_pinch::business";"tom_pinch::liveliest"
"tom_pinch::business";"tom_pinch::pleasure"
"tom_pinch::distant";"tom_pinch::gracious"
"tom_pinch::distant";"tom_pinch::liveliest"
"tom_pinch::distant";"tom_pinch::pleasure"
"tom_pinch::gracious";"tom_pinch::liveliest"
"tom_pinch::gracious";"tom_pinch::pleasure"
"tom_pinch::liveliest";"tom_pinch::pleasure"
"mark::jolly";"tapley::jolly"
"mark::constantly";"tom::constantly"
"martin::constantly";"tom::constantly"
"john_westlock::gracious";"martin::gracious"
"mark_tapley::energetically";"mark::energetically"
"mark_tapley::energetically";"tapley::energetically"
"mark_tapley::energetically";"tom_pinch::energetically"
"mark_tapley::energetically";"tom::energetically"
"mark::energetically";"tapley::energetically"
"mark::energetically";"tom_pinch::energetically"
"mark::energetically";"tom::energetically"
"tapley::energetically";"tom_pinch::energetically"
"tapley::energetically";"tom::energetically"
"tom_pinch::energetically";"tom::energetically"
"tapley::despondency";"tapley::expressive"
"mary::violently";"tom::violently"
"martin::live";"tom::live"
"mark::jolly";"mr_pinch::jolly"
"john_westlock::business";"john_westlock::exact"
"john_westlock::business";"john_westlock::jolly"
"john_westlock::business";"mark::business"
"john_westlock::business";"mark::exact"
"john_westlock::business";"mark::jolly"
"john_westlock::business";"martin::business"
"john_westlock::business";"martin::exact"
"john_westlock::business";"martin::jolly"
"john_westlock::business";"tom::business"
"john_westlock::business";"tom::exact"
"john_westlock::business";"tom::jolly"
"john_westlock::exact";"john_westlock::jolly"
"john_westlock::exact";"mark::business"
"john_westlock::exact";"mark::exact"
"john_westlock::exact";"mark::jolly"
"john_westlock::exact";"martin::business"
"john_westlock::exact";"martin::exact"
"john_westlock::exact";"martin::jolly"
"john_westlock::exact";"tom::business"
"john_westlock::exact";"tom::exact"
"john_westlock::exact";"tom::jolly"
"john_westlock::jolly";"mark::business"
"john_westlock::jolly";"mark::exact"
"john_westlock::jolly";"mark::jolly"
"john_westlock::jolly";"martin::business"
"john_westlock::jolly";"martin::exact"
"john_westlock::jolly";"martin::jolly"
"john_westlock::jolly";"tom::business"
"john_westlock::jolly";"tom::exact"
"john_westlock::jolly";"tom::jolly"
"mark::business";"mark::exact"
"mark::business";"mark::jolly"
"mark::business";"martin::business"
"mark::business";"martin::exact"
"mark::business";"martin::jolly"
"mark::business";"tom::business"
"mark::business";"tom::exact"
"mark::business";"tom::jolly"
"mark::exact";"mark::jolly"
"mark::exact";"martin::business"
"mark::exact";"martin::exact"
"mark::exact";"martin::jolly"
"mark::exact";"tom::business"
"mark::exact";"tom::exact"
"mark::exact";"tom::jolly"
"mark::jolly";"martin::business"
"mark::jolly";"martin::exact"
"mark::jolly";"tom::business"
"mark::jolly";"tom::exact"
"mark::jolly";"tom::jolly"
"martin::business";"martin::exact"
"martin::business";"martin::jolly"
"martin::business";"tom::business"
"martin::business";"tom::exact"
"martin::business";"tom::jolly"
"martin::exact";"martin::jolly"
"martin::exact";"tom::business"
"martin::exact";"tom::exact"
"martin::exact";"tom::jolly"
"martin::jolly";"tom::business"
"martin::jolly";"tom::exact"
"martin::jolly";"tom::jolly"
"tom::business";"tom::exact"
"tom::business";"tom::jolly"
"tom::exact";"tom::jolly"
"mark_tapley::frank";"martin::frank"
"tapley::conversation";"tom::conversation"
"mr_pinch::whimsically-twisted";"tapley::whimsically-twisted"
"mr_pinch::whimsically-twisted";"tom::whimsically-twisted"
"tapley::whimsically-twisted";"tom::whimsically-twisted"
"tapley::expressionless";"tom::expressionless"
"mark::argument";"tom::argument"
"mark::confidence";"tapley::confidence"
"mark::#-wise";"mark::philosophy"
"mark::#-wise";"tom::#-wise"
"mark::#-wise";"tom::philosophy"
"mark::philosophy";"tom::#-wise"
"mark::philosophy";"tom::philosophy"
"tom::#-wise";"tom::philosophy"
"john_westlock::confidences";"mark::confidences"
"john_westlock::confidences";"martin::confidences"
"john_westlock::confidences";"mr_pinch::confidences"
"john_westlock::confidences";"tom_pinch::confidences"
"mark::confidences";"martin::confidences"
"mark::confidences";"mr_pinch::confidences"
"mark::confidences";"tom_pinch::confidences"
"martin::confidences";"mr_pinch::confidences"
"martin::confidences";"tom_pinch::confidences"
"mr_pinch::confidences";"tom_pinch::confidences"
"tom::kind";"tom::mistrust"
"john::consider";"john::directly'"
"john::consider";"john::thoughtlessness"
"john::consider";"martin::consider"
"john::consider";"martin::directly'"
"john::consider";"martin::thoughtlessness"
"john::directly'";"john::thoughtlessness"
"john::directly'";"martin::consider"
"john::directly'";"martin::directly'"
"john::directly'";"martin::thoughtlessness"
"john::thoughtlessness";"martin::consider"
"john::thoughtlessness";"martin::directly'"
"john::thoughtlessness";"martin::thoughtlessness"
"martin::consider";"martin::directly'"
"martin::consider";"martin::thoughtlessness"
"martin::directly'";"martin::thoughtlessness"
"martin::complaint";"tom::complaint"
"martin::deep";"tom_pinch::deep"
"martin::severe";"tom_pinch::severe"
"john::silent";"martin::silent"
"john::particular";"martin::particular"
"john::informed";"martin::informed"
"john_westlock::silent";"martin::silent"
"john_westlock::unconsciously";"jonas::unconsciously"
"john_westlock::unconsciously";"tom_pinch::unconsciously"
"jonas::unconsciously";"tom_pinch::unconsciously"
"chuffey::question";"jonas::question"
"john_westlock::obligingly";"mrs_gamp::obligingly"
"chuffey::carefully";"chuffey::communication"
"chuffey::carefully";"chuffey::discreet"
"chuffey::carefully";"chuffey::knowledge"
"chuffey::carefully";"mrs_gamp::carefully"
"chuffey::carefully";"mrs_gamp::communication"
"chuffey::carefully";"mrs_gamp::discreet"
"chuffey::carefully";"mrs_gamp::knowledge"
"chuffey::communication";"chuffey::discreet"
"chuffey::communication";"chuffey::knowledge"
"chuffey::communication";"mrs_gamp::carefully"
"chuffey::communication";"mrs_gamp::communication"
"chuffey::communication";"mrs_gamp::discreet"
"chuffey::communication";"mrs_gamp::knowledge"
"chuffey::discreet";"chuffey::knowledge"
"chuffey::discreet";"mrs_gamp::carefully"
"chuffey::discreet";"mrs_gamp::communication"
"chuffey::discreet";"mrs_gamp::discreet"
"chuffey::discreet";"mrs_gamp::knowledge"
"chuffey::knowledge";"mrs_gamp::carefully"
"chuffey::knowledge";"mrs_gamp::communication"
"chuffey::knowledge";"mrs_gamp::discreet"
"chuffey::knowledge";"mrs_gamp::knowledge"
"mrs_gamp::carefully";"mrs_gamp::communication"
"mrs_gamp::carefully";"mrs_gamp::discreet"
"mrs_gamp::carefully";"mrs_gamp::knowledge"
"mrs_gamp::communication";"mrs_gamp::discreet"
"mrs_gamp::communication";"mrs_gamp::knowledge"
"mrs_gamp::discreet";"mrs_gamp::knowledge"
"john_westlock::determined";"martin::determined"
"john_westlock::determined";"mrs_gamp::determined"
"martin::determined";"mrs_gamp::determined"
"nadgett::#-opportunity";"tom::#-opportunity"
"john::boldly";"martin::boldly"
"john::boldly";"pecksniff::boldly"
"martin::boldly";"pecksniff::boldly"
"mrs_gamp::contented";"mrs_gamp::imagination"
"mrs_gamp::contented";"sweedlepipe::contented"
"mrs_gamp::contented";"sweedlepipe::imagination"
"mrs_gamp::imagination";"sweedlepipe::contented"
"mrs_gamp::imagination";"sweedlepipe::imagination"
"sweedlepipe::contented";"sweedlepipe::imagination"
"mrs_gamp::carefully";"mrs_gamp::pleasant"
"mrs_gamp::carefully";"mrs_gamp::property"
"mrs_gamp::pleasant";"mrs_gamp::property"
"betsey_prig::intensely";"mrs_gamp::intensely"
"bailey::lived";"mrs_gamp::lived"
"montague::complained";"montague::just"
"betsey_prig::#-patients";"mrs_gamp::#-patients"
"betsey_prig_sairah_gamp::contrary";"betsey_prig_sairah_gamp::tenderness'"
"betsey::warmly";"mrs_gamp::warmly"
"harris::timid";"mrs_gamp::timid"
"betsey_prig::constant";"betsey::constant"
"betsey_prig::constant";"mrs_harris::constant"
"betsey::constant";"mrs_harris::constant"
"betsey::expressive";"gamp::expressive"
"betsey::expressive";"mrs_prig::expressive"
"gamp::expressive";"mrs_prig::expressive"
"sarah_gamp::acid";"sarah_gamp::amiable"
"sarah_gamp::acid";"sarah_gamp::considerable"
"sarah_gamp::acid";"sarah_gamp::patients"
"sarah_gamp::acid";"sarah_gamp::properties"
"sarah_gamp::acid";"sarah_gamp::thoroughly"
"sarah_gamp::amiable";"sarah_gamp::considerable"
"sarah_gamp::amiable";"sarah_gamp::patients"
"sarah_gamp::amiable";"sarah_gamp::properties"
"sarah_gamp::amiable";"sarah_gamp::thoroughly"
"sarah_gamp::considerable";"sarah_gamp::patients"
"sarah_gamp::considerable";"sarah_gamp::properties"
"sarah_gamp::considerable";"sarah_gamp::thoroughly"
"sarah_gamp::patients";"sarah_gamp::properties"
"sarah_gamp::patients";"sarah_gamp::thoroughly"
"sarah_gamp::properties";"sarah_gamp::thoroughly"
"sarah_gamp::certain";"sarah_gamp::defiant"
"sarah_gamp::certain";"sarah_gamp::derisive"
"sarah_gamp::certain";"sarah_gamp::intelligent"
"sarah_gamp::defiant";"sarah_gamp::derisive"
"sarah_gamp::defiant";"sarah_gamp::intelligent"
"sarah_gamp::derisive";"sarah_gamp::intelligent"
"mrs_gamp::tighter";"mrs_prig::tighter"
"mrs_gamp::expressions";"mrs_gamp::forward"
"betsey_prig::violent";"mrs_gamp::violent"
"mrs_gamp::smartly";"mrs_prig::smartly"
"betsey::deep";"betsey::determination"
"betsey::deep";"chuffey::deep"
"betsey::deep";"chuffey::determination"
"betsey::determination";"chuffey::deep"
"betsey::determination";"chuffey::determination"
"chuffey::deep";"chuffey::determination"
"betsey_prig::pleasure";"mrs_gamp::pleasure"
"betsey_prig::pleasure";"westlock::pleasure"
"mrs_gamp::pleasure";"westlock::pleasure"
"betsey::violent";"mrs_gamp::violent"
"betsey::passionately";"john::passionately"
"john::gracious";"mrs_gamp::gracious"
"john::gracious";"mrs_harris::gracious"
"john::gracious";"mrs_prig::gracious"
"mrs_gamp::gracious";"mrs_harris::gracious"
"mrs_gamp::gracious";"mrs_prig::gracious"
"mrs_harris::gracious";"mrs_prig::gracious"
"gammy::chick";"mr_westlock::chick"
"gammy::chick";"timmy_harris::chick"
"gammy::chick";"westlock::chick"
"mr_westlock::chick";"timmy_harris::chick"
"mr_westlock::chick";"westlock::chick"
"timmy_harris::chick";"westlock::chick"
"betsey_prig::kind";"john::kind"
"betsey_prig::kind";"sairey::kind"
"john::kind";"sairey::kind"
"gamp::unconsciously";"martin::unconsciously"
"gamp::unconsciously";"mr_westlock::unconsciously"
"martin::unconsciously";"mr_westlock::unconsciously"
"gamp::certain";"gamp::solemnity"
"mrs_gamp::ironical";"mrs_gamp::severely"
"mrs_gamp::ironical";"mrs_gamp::slow"
"mrs_gamp::severely";"mrs_gamp::slow"
"john::honest";"mrs_harris::honest"
"john::gentle";"john::kind"
"john::gentle";"tom::gentle"
"john::gentle";"tom::kind"
"john::kind";"tom::gentle"
"tom::gentle";"tom::kind"
"ruth::dull";"tom::dull"
"tom::bashful";"tom::hasty"
"tom::bashful";"tom::silent"
"tom::hasty";"tom::silent"
"martin::cordial";"tom::cordial"
"ruth::inquiringly";"tom::inquiringly"
"martin::anxiously";"tom::anxiously"
"tom::fervently";"tom::sincerely"
"martin::milder";"tom::milder"
"tom::frank";"tom::warmth"
"martin::serious";"tom::serious"
"martin::rash";"tom::rash"
"tom::earnest";"tom::quietness"
"john::coldness";"john::cordial"
"tom::confidence";"tom::tenderness"
"tom::intelligent";"tom::quick"
"tom::kinds";"tom::questions"
"john::serious";"martin::serious"
"jonas::cruel";"jonas::natural"
"jonas::cruel";"jonas::rough"
"jonas::cruel";"jonas::rude"
"jonas::natural";"jonas::rough"
"jonas::natural";"jonas::rude"
"jonas::rough";"jonas::rude"
"chuffey::curtseyed";"chuffey::particularly"
"chuffey::curtseyed";"mrs_gamp::curtseyed"
"chuffey::curtseyed";"mrs_gamp::particularly"
"chuffey::particularly";"mrs_gamp::curtseyed"
"chuffey::particularly";"mrs_gamp::particularly"
"mrs_gamp::curtseyed";"mrs_gamp::particularly"
"chuffey::business";"jonas::business"
"chuffey::business";"mrs_gamp::business"
"jonas::business";"mrs_gamp::business"
"mrs_gamp::question";"mrs_gamp::understand"
"jonas::irrepressible";"lewsome::irrepressible"
"jonas::expression";"lewsome::expression"
"john_westlock::fiercely";"mark_tapley::fiercely"
"jonas::agreeable";"mark::agreeable"
"chuzzlewit::childish";"martin::childish"
"jonas::intelligence";"jonas::kindled"
"chuffey::exactly";"jonas::exactly"
"chuffey::exactly";"mrs_gamp::exactly"
"jonas::exactly";"mrs_gamp::exactly"
"jonas::business!\"";"jonas::covetous"
"jonas::straight";"pecksniff::straight"
"mr_chuzzlewit::conversation";"mr_chuzzlewit::curious"
"montague::distrust";"montague::suspicions"
"chuffey::slowly";"jonas::slowly"
"chuffey::slowly";"nadgett::slowly"
"jonas::slowly";"nadgett::slowly"
"gamp::kind";"gamp::moderate"
"gamp::kind";"mould::kind"
"gamp::kind";"mould::moderate"
"gamp::kind";"mrs_gamp::kind"
"gamp::kind";"mrs_gamp::moderate"
"gamp::moderate";"mould::kind"
"gamp::moderate";"mould::moderate"
"gamp::moderate";"mrs_gamp::kind"
"gamp::moderate";"mrs_gamp::moderate"
"mould::kind";"mould::moderate"
"mould::kind";"mrs_gamp::kind"
"mould::kind";"mrs_gamp::moderate"
"mould::moderate";"mrs_gamp::kind"
"mould::moderate";"mrs_gamp::moderate"
"mrs_gamp::kind";"mrs_gamp::moderate"
"john_westlock::informed";"john_westlock::intelligence"
"john_westlock::informed";"john_westlock::unyielding"
"john_westlock::informed";"jonas::informed"
"john_westlock::informed";"jonas::intelligence"
"john_westlock::informed";"jonas::unyielding"
"john_westlock::informed";"nadgett::informed"
"john_westlock::informed";"nadgett::intelligence"
"john_westlock::informed";"nadgett::unyielding"
"john_westlock::informed";"tom_pinch::informed"
"john_westlock::informed";"tom_pinch::intelligence"
"john_westlock::informed";"tom_pinch::unyielding"
"john_westlock::intelligence";"john_westlock::unyielding"
"john_westlock::intelligence";"jonas::informed"
"john_westlock::intelligence";"jonas::intelligence"
"john_westlock::intelligence";"jonas::unyielding"
"john_westlock::intelligence";"nadgett::informed"
"john_westlock::intelligence";"nadgett::intelligence"
"john_westlock::intelligence";"nadgett::unyielding"
"john_westlock::intelligence";"tom_pinch::informed"
"john_westlock::intelligence";"tom_pinch::intelligence"
"john_westlock::intelligence";"tom_pinch::unyielding"
"john_westlock::unyielding";"jonas::informed"
"john_westlock::unyielding";"jonas::intelligence"
"john_westlock::unyielding";"jonas::unyielding"
"john_westlock::unyielding";"nadgett::informed"
"john_westlock::unyielding";"nadgett::intelligence"
"john_westlock::unyielding";"nadgett::unyielding"
"john_westlock::unyielding";"tom_pinch::informed"
"john_westlock::unyielding";"tom_pinch::intelligence"
"john_westlock::unyielding";"tom_pinch::unyielding"
"jonas::informed";"jonas::intelligence"
"jonas::informed";"jonas::unyielding"
"jonas::informed";"nadgett::informed"
"jonas::informed";"nadgett::intelligence"
"jonas::informed";"nadgett::unyielding"
"jonas::informed";"tom_pinch::informed"
"jonas::informed";"tom_pinch::intelligence"
"jonas::informed";"tom_pinch::unyielding"
"jonas::intelligence";"jonas::unyielding"
"jonas::intelligence";"nadgett::informed"
"jonas::intelligence";"nadgett::intelligence"
"jonas::intelligence";"nadgett::unyielding"
"jonas::intelligence";"tom_pinch::informed"
"jonas::intelligence";"tom_pinch::intelligence"
"jonas::intelligence";"tom_pinch::unyielding"
"jonas::unyielding";"nadgett::informed"
"jonas::unyielding";"nadgett::intelligence"
"jonas::unyielding";"nadgett::unyielding"
"jonas::unyielding";"tom_pinch::informed"
"jonas::unyielding";"tom_pinch::intelligence"
"jonas::unyielding";"tom_pinch::unyielding"
"nadgett::informed";"nadgett::intelligence"
"nadgett::informed";"nadgett::unyielding"
"nadgett::informed";"tom_pinch::informed"
"nadgett::informed";"tom_pinch::intelligence"
"nadgett::informed";"tom_pinch::unyielding"
"nadgett::intelligence";"nadgett::unyielding"
"nadgett::intelligence";"tom_pinch::informed"
"nadgett::intelligence";"tom_pinch::intelligence"
"nadgett::intelligence";"tom_pinch::unyielding"
"nadgett::unyielding";"tom_pinch::informed"
"nadgett::unyielding";"tom_pinch::intelligence"
"nadgett::unyielding";"tom_pinch::unyielding"
"tom_pinch::informed";"tom_pinch::intelligence"
"tom_pinch::informed";"tom_pinch::unyielding"
"tom_pinch::intelligence";"tom_pinch::unyielding"
"john_westlock::energetic";"john_westlock::vigorous"
"john_westlock::energetic";"mark_tapley::energetic"
"john_westlock::energetic";"mark_tapley::vigorous"
"john_westlock::vigorous";"mark_tapley::energetic"
"john_westlock::vigorous";"mark_tapley::vigorous"
