"" "#-foolish" "#-good" "#-great" "#-handsome" "#-happy" "#-irritated" "#-little" "#-open" "#-pleased" "#-pleasing" "#-pretty" "#-satisfied" "#-shy" "#-talkative" "#-tall" "#-thin" "#-tired" "#-well" "#-wise" "accomplished" "active" "admirable" "adventurous" "affectionate" "afraid" "agreeable" "alert" "alone" "amazing" "amusing" "angry" "anxious" "argumentative" "ashamed" "attentive" "attractive" "awake" "awkward" "bad" "beautiful" "bitter" "blind" "bright" "brilliant" "busy" "calm" "capable" "careful" "careless" "cautious" "certain" "charming" "cheap" "cheerful" "clean" "clever" "cold" "comfortable" "compassionate" "compatible" "competent" "conceited" "concerned" "confident" "confused" "considerate" "consistent" "cool" "courageous" "critical" "cruel" "curious" "dangerous" "decent" "delighted" "delightful" "dependent" "depressed" "desirable" "determined" "devoted" "difficult" "direct" "disappointed" "disgusting" "distinguished" "eager" "elderly" "embarrassed" "embarrassing" "encouraged" "encouraging" "energetic" "entertaining" "evil" "excellent" "excited" "exciting" "exhausted" "expressive" "extraordinary" "fair" "faithful" "familiar" "famous" "feminine" "fine" "firm" "foolish" "forgiving" "fortunate" "friendly" "generous" "gentle" "genuine" "glad" "good" "graceful" "gracious" "grateful" "great" "handsome" "happy" "hard" "harmless" "healthy" "helpless" "honest" "ignorant" "impatient" "impolite" "important" "inconsiderate" "independent" "innocent" "insane" "intellectual" "intelligent" "interested" "interesting" "irrational" "irritable" "jealous" "joyful" "kind" "lazy" "liberal" "little" "lively" "lonely" "loud" "lovely" "lucky" "modest" "natural" "neat" "negative" "nervous" "nice" "noisy" "observant" "old" "open" "ordinary" "original" "patient" "plain" "playful" "pleasant" "pleased" "pleasing" "polite" "poor" "popular" "positive" "powerful" "prejudiced" "pretty" "private" "productive" "professional" "prominent" "prompt" "proper" "prosperous" "proud" "punctual" "quiet" "reasonable" "remarkable" "respectable" "respectful" "rich" "ridiculous" "romantic" "rude" "sad" "sarcastic" "satisfied" "secure" "selfish" "sensible" "serious" "short" "sincere" "social" "spoiled" "spontaneous" "stable" "straightforward" "strange" "strict" "strong" "stupid" "successful" "suspicious" "sweet" "talkative" "tall" "thankful" "thin" "thorough" "thoughtful" "thoughtless" "tired" "uncomfortable" "unfair" "unfriendly" "unhappy" "unlucky" "unreasonable" "unusual" "useful" "valuable" "warm" "weak" "well" "wise" "witty" "wonderful" "worthy" "young" "rough" "violent" "unemployed" "youthful"
"hard" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 1 0 0 0 1 0 1 0 0 0 0 2 1 0 2 0 0 0 1 0 0 0 0 0 1 0 2 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 3 0 0 0 0 0 3 0 1 0 0 2 0 0 1 3 0 0 2 0 3 5 0 0 0 5 1 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 3 0 1 8 1 0 0 1 1 0 2 0 0 0 0 0 0 4 1 0 0 0 1 0 2 2 1 0 6 0 0 0 0 2 1 0 0 0 0 2 0 1 0 2 0 1 1 0 0 1 0 0 2 0 2 0 0 3 2 2 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 2 1 0 1 0 3 0 0 0 0
"harmless" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 2 1 0 0 1 0 0 1 1 0 0 0 0 0 2 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0
"healthy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 1 3 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 3 0 0 0 1 0 0 1 1 0 1 0 0 0 3 0 0 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"helpless" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 1 2 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0
"honest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 2 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 2 3 0 1 1 2 2 2 0 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 1 1 0 0 0 0 0 1 4 0 0 0 1 0 0 1 1 1 0 0 0 0 2 0 0 0 1 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 2 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0
"ignorant" 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 3 5 0 1 0 0 0 0 0 1 0 0 0 2 2 2 1 2 0 0 3 0 0 0 0 0 1 2 0 0 0 1 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 2 3 0 2 0 1 3 0 0 0 0 3 0 1 0 1 8 2 0 1 7 2 3 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 5 0 1 1 0 0 0 3 2 0 0 0 0 0 3 1 0 0 0 1 0 2 3 3 0 5 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 2 0 2 0 3 0 0 0 0 0 1 0 0 2 1 4 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 2 2 0 0 1 0 1 1 0 7 0 0 0 0
"impatient" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 4 2 0 1 0 2 2 1 0 1 0 1 0 1 1 2 0 0 0 1 3 0 1 1 0 1 1 2 0 2 1 1 5 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 2 0 0 0 1 0 4 0 0 0 1 0 0 0 0 2 11 0 0 1 8 1 6 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 2 0 0 1 0 1 0 0 11 0 0 0 0 0 0 5 1 0 1 2 0 0 4 0 0 0 1 0 0 1 2 2 0 5 0 1 0 0 1 2 0 0 0 0 2 0 0 0 2 0 1 0 0 0 0 0 3 4 0 0 0 0 2 1 6 0 1 0 0 0 0 2 0 2 0 0 1 1 0 0 2 0 1 1 0 1 0 0 0 1 0 1 0 0 0 2 1 1 0 0 1 1 6 0 0 0 0
"impolite" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"important" 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 6 3 0 2 0 0 0 5 0 0 1 0 0 2 3 1 0 1 0 0 2 0 0 0 0 0 0 3 0 4 0 2 2 2 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 6 0 1 0 0 0 1 0 0 0 1 3 1 0 0 0 1 1 0 1 0 0 0 0 0 3 2 0 1 0 0 2 1 0 0 3 3 1 2 0 1 14 0 0 2 13 3 8 2 0 0 0 0 2 1 0 0 0 3 0 0 0 0 0 4 0 1 0 0 3 0 1 12 2 0 0 0 2 0 6 1 0 1 0 0 0 6 6 0 0 0 1 0 4 1 0 0 9 0 1 1 0 2 1 1 0 0 1 3 1 2 1 2 3 0 4 0 1 1 1 0 2 0 3 2 1 4 1 7 0 0 0 0 0 1 1 0 0 0 0 0 3 0 1 0 0 1 0 0 0 0 0 0 3 0 0 1 2 2 2 0 1 2 0 0 1 9 0 0 0 1
"inconsiderate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0
"independent" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 1 0 1 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 2 0 0 1 0 0 2 1 0 1 0 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 0 3 2 0 0 0 0 0 0 2 0 0 0 0 1 0 1 2 3 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 1 0 1 8 0 0 1 7 4 5 0 0 0 0 1 0 1 1 3 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 8 0 0 0 0 0 0 1 0 0 1 0 0 0 4 1 0 0 0 1 0 3 0 2 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 4 0 1 1 0 0 3 0 3 0 0 1 1 5 0 0 0 0 0 0 0 0 2 1 0 0 3 0 0 2 0 1 1 0 1 0 1 0 0 0 0 0 5 1 1 1 0 0 0 0 0 6 0 0 0 1
"innocent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
"insane" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"intellectual" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 1 0 1 2 0 1 1 3 2 2 0 1 1 0 1 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 1 3 0 0 0 1 0 0 2 1 0 1 0 0 0 2 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 1 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0
"intelligent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 2 0 1 3 0 0 0 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 1 2 1 1 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 3 0 0 0 0
"interested" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 4 3 0 0 0 1 1 2 1 1 1 0 0 2 0 0 0 0 0 1 1 0 0 1 0 0 3 0 1 5 0 3 1 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 3 2 0 1 1 2 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 4 0 0 0 0 1 0 0 0 1 1 1 2 0 2 9 0 1 2 8 5 6 0 1 1 0 1 0 0 0 0 1 0 0 0 2 1 0 1 0 0 0 0 4 0 2 10 2 0 0 3 0 1 4 1 0 1 1 0 0 4 1 0 1 0 2 1 5 1 1 1 1 0 1 1 0 2 1 0 0 1 0 2 0 0 0 1 3 0 1 1 3 0 0 1 1 0 3 0 0 0 1 3 0 1 0 0 0 0 1 1 2 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 2 0 3 0 1 1 0 0 1 7 0 0 1 0
"interesting" 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 7 9 0 0 0 2 2 5 0 3 0 1 0 3 5 4 0 0 1 0 4 0 0 1 1 1 4 3 0 4 0 3 5 4 1 0 0 1 1 1 0 0 0 0 1 1 0 1 2 0 3 6 1 0 1 1 0 1 1 2 0 0 3 0 0 0 0 0 1 0 2 3 0 1 1 0 6 3 1 1 0 0 5 0 1 0 5 1 0 1 1 11 21 1 0 5 22 6 15 1 0 0 0 1 2 2 0 4 0 1 1 0 0 0 1 0 0 1 1 0 5 0 0 26 3 0 1 1 1 0 10 1 1 1 2 0 0 8 3 0 1 1 2 1 4 10 3 1 11 0 0 0 0 3 2 0 0 0 0 7 0 2 0 3 3 0 2 0 2 0 1 1 2 0 7 2 0 7 3 10 1 1 1 0 0 0 1 0 7 1 0 1 3 0 1 2 1 3 0 1 1 0 1 0 4 0 2 2 2 0 5 1 2 0 0 0 3 14 0 0 0 1
"irrational" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"irritable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"jealous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"joyful" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 2 0 0 1 0 0 0 0 2 0 1 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 1 0 1 0 2 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 1 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 3 0 0 0 0
"kind" 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 1 0 0 0 2 1 1 0 2 14 7 0 4 1 1 4 6 1 7 1 1 0 3 8 3 0 2 1 2 6 1 2 3 0 1 5 4 1 5 0 4 8 8 0 1 2 0 2 3 0 2 0 1 0 0 2 0 2 0 6 8 0 0 3 5 1 2 3 3 0 0 3 0 0 1 0 1 1 1 1 4 0 1 0 0 4 9 1 0 0 1 7 1 1 1 8 5 0 4 2 9 27 3 0 5 36 7 24 3 0 1 1 0 2 1 0 3 1 3 1 0 0 0 4 5 0 1 0 0 0 0 2 32 2 1 0 1 1 0 14 1 0 0 1 0 0 16 5 0 0 0 4 0 6 10 4 1 20 0 1 3 0 6 2 0 0 2 0 8 0 0 0 5 5 2 6 1 3 0 0 1 8 1 9 1 0 7 4 13 1 1 0 0 1 0 2 0 10 0 0 0 6 0 3 0 2 2 2 1 4 1 0 0 3 2 1 2 6 1 6 0 8 2 0 3 3 27 0 1 0 1
"lazy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"liberal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 2 1 0 0 0 3 1 0 0 0 0 0 1 0 0 0 0 0 3 0 1 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 1 0 1 0 1 0 2 1 0 1 0 1 7 0 1 1 7 2 4 1 1 1 0 1 0 0 0 1 0 0 0 0 1 1 2 0 0 0 0 0 2 0 0 6 1 0 0 1 1 0 2 1 0 0 0 0 0 2 1 0 0 0 3 0 1 2 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 2 2 1 1 0 0 1 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 5 0 0 0 0
"little" 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 4 6 2 1 4 40 30 1 8 3 5 11 24 1 16 8 2 1 9 33 18 1 6 2 5 14 3 5 4 3 5 21 16 0 23 1 14 25 25 2 1 1 2 7 3 3 1 1 4 1 2 1 3 8 1 17 26 3 4 10 11 2 6 6 8 0 1 15 2 1 1 0 2 1 3 4 23 1 1 1 2 14 19 2 3 3 0 27 2 7 1 18 13 4 13 3 37 106 2 1 12 105 21 69 8 2 3 2 4 5 11 1 12 2 8 1 1 3 4 10 26 1 1 2 2 32 0 6 0 7 0 2 9 5 2 36 4 1 9 8 1 1 49 20 2 3 2 9 1 25 30 13 2 57 1 3 3 0 19 7 1 1 3 2 33 2 6 1 21 13 2 14 1 12 4 1 6 19 1 33 5 3 21 15 44 5 3 2 0 2 3 7 2 31 1 2 2 18 1 5 5 3 12 4 3 12 5 4 0 14 3 8 4 16 4 22 5 11 2 1 8 16 80 1 1 1 2
